text,label
There's a cash withdrawal I am certain I did not make,cash_withdrawal_not_recognised
How much is the exchange fee?,exchange_charge
"I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back?",wrong_amount_of_cash_received
Should my cash withdrawal still be pending?,pending_cash_withdrawal
Delete my account please. Now!,terminate_account
"I need to top up cash, How do I do it?",top_up_by_cash_or_cheque
I need to track the card sent to me.,card_arrival
Why is my cash withdrawal pending?,pending_cash_withdrawal
"I didn't mean to do the transfer, is there any way to cancel it?",cancel_transfer
Why hasn't my transaction arrived?,transfer_not_received_by_recipient
I refuse to verify my identity.,why_verify_identity
MY transfer has still not appeared.,balance_not_updated_after_bank_transfer
"Can I check somewhere if there will be a fee on my payment or not? Seems you are charging in some cases, what's the pattern there?",card_payment_fee_charged
Is it possible to get a new card in China?,card_about_to_expire
Do you need to know my first and last name?,why_verify_identity
Will it take more than 3 days for my transfer to reach my account?,transfer_timing
Why was my cash withdrawal given the wrong exchange rate?,wrong_exchange_rate_for_cash_withdrawal
What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure that everything is good.,balance_not_updated_after_bank_transfer
How can I receive money?,receiving_money
How do I make more than one disposable card in a day?,disposable_card_limits
Are cheques accepted for a top up?,top_up_by_cash_or_cheque
I recently got charged twice from a restaurant that I was at this week and I would like for one of those payments to be removed from my account.,transaction_charged_twice
I would like to return my purchases,request_refund
I got a new card and can't find where to link it.,card_linking
Is there a fee for using a European bank card to top up?,top_up_by_card_charge
The hotel called and said I left my phone in the room.,lost_or_stolen_phone
I am sure I have plenty of money to transfer but my transfer is being declined.,declined_transfer
I did not receive my full withdrawal amount,wrong_amount_of_cash_received
It has been forever ago that I made an order online. The product simply is not coming. Just give me back my money because I'm not paying these people.,request_refund
"If I'm getting my identity verified, what all do I need?",verify_my_identity
When will my transfer finish pending?,pending_transfer
When will I get my card?,card_arrival
Can you tell me about why the account I have was charged an extra 1$,extra_charge_on_statement
"new customer and filling gas today, it's not working, the thing shows pending half an hour!",pending_top_up
What's the deal? Money has just disappeared out of my account. I thought you offered crypto top up and it doesn't seem to working.,top_up_reverted
My card is lost! What do I do now?,lost_or_stolen_card
When will my top up be applied?,pending_top_up
Tried using my ATM card earlier at one of your locations for the first time.  It didn't work.  What is going on?,declined_cash_withdrawal
Why did they take more money out then I withdrawed?,cash_withdrawal_charge
My card doesn't work.,card_not_working
"I need to transfer something ASAP from China, how long will it take to post to my account?",transfer_timing
how do i get a refund for a direct debit payment i didn't make,direct_debit_payment_not_recognised
I already have a card and want to link it,card_linking
